prices,market_caps,total_volumes,date,year
13.3511,13516250007.12555,748669936.7785717,2021-07-24 00:00:00,2021
13.8468,13995021443.19115,647617803.3238002,2021-07-25 00:00:00,2021
13.8011,13977268609.217564,599123810.8506314,2021-07-26 00:00:00,2021
13.9446,14197666149.040764,1406472419.6280398,2021-07-27 00:00:00,2021
14.326,14471619607.204191,924272223.9271412,2021-07-28 00:00:00,2021
14.5433,14744715019.364664,861496261.0001287,2021-07-29 00:00:00,2021
15.2366,15511762402.182098,859675435.1189196,2021-07-30 00:00:00,2021
15.7919,16020063316.840374,899105792.4212883,2021-07-31 00:00:00,2021
16.9125,17191651678.448353,970085119.0522482,2021-08-01 00:00:00,2021
18.3233,18560418021.78449,2222122744.8011594,2021-08-02 00:00:00,2021
18.1853,18581195437.747715,1322342228.4124486,2021-08-03 00:00:00,2021
17.4717,17745897142.51564,959709619.3894043,2021-08-04 00:00:00,2021
19.1805,19483236487.043167,1291235791.1619103,2021-08-05 00:00:00,2021
19.14,19473342237.69863,1270447579.789482,2021-08-06 00:00:00,2021
20.4245,20766396621.81058,1293430028.7762022,2021-08-07 00:00:00,2021
21.0352,21265044607.579567,1269915497.355134,2021-08-08 00:00:00,2021
19.7427,20106626711.23179,1018656074.6366373,2021-08-09 00:00:00,2021
20.628,20824372654.69003,1053844787.9927258,2021-08-10 00:00:00,2021
20.6535,21021462160.86903,1135180262.5213861,2021-08-11 00:00:00,2021
21.3777,21760453709.923435,1462398351.259337,2021-08-12 00:00:00,2021
20.7624,21137761564.596798,1239209131.0266278,2021-08-13 00:00:00,2021
22.6042,22996186282.12132,1111594036.730999,2021-08-14 00:00:00,2021
22.8449,23372878955.12979,1157508341.238964,2021-08-15 00:00:00,2021
23.1114,23563334000.34182,944471290.0613953,2021-08-16 00:00:00,2021
24.5056,25452923777.416542,2081379320.9377134,2021-08-17 00:00:00,2021
23.4756,24159304429.401466,2580123102.6011233,2021-08-18 00:00:00,2021
24.218,24871121629.816124,1897698075.3012993,2021-08-19 00:00:00,2021
26.3931,26800386991.24821,1834951374.3786929,2021-08-20 00:00:00,2021
28.1116,28679131918.841976,1906428283.9811225,2021-08-21 00:00:00,2021
27.9825,28629606444.31811,1614836574.9771018,2021-08-22 00:00:00,2021
27.7642,28485595629.483974,1316710459.9558077,2021-08-23 00:00:00,2021
27.8745,28634802760.25213,1346642387.4207954,2021-08-24 00:00:00,2021
25.155,25966214797.418373,1562256496.4319983,2021-08-25 00:00:00,2021
26.0472,26709687702.000233,1426104606.9529798,2021-08-26 00:00:00,2021
24.3644,25001420049.62348,1307436888.2346263,2021-08-27 00:00:00,2021
26.5478,27227356056.746326,1360622439.1787415,2021-08-28 00:00:00,2021
25.991,26609443201.535122,829101579.1077722,2021-08-29 00:00:00,2021
25.7766,26402199659.960243,678938725.0418639,2021-08-30 00:00:00,2021
26.0066,26606852908.878548,1464426120.1452827,2021-08-31 00:00:00,2021
31.6953,32535963685.01559,4569057825.199612,2021-09-01 00:00:00,2021
32.9728,33822604572.48581,3159549414.572988,2021-09-02 00:00:00,2021
31.8643,32719602764.601856,1792704918.9237335,2021-09-03 00:00:00,2021
33.431,34222384278.98811,1894789965.7705662,2021-09-04 00:00:00,2021
32.4889,33466123091.017315,1155544794.471392,2021-09-05 00:00:00,2021
34.2744,35142925872.48066,1262460653.608827,2021-09-06 00:00:00,2021
34.2274,35143731453.001076,1659932503.4548569,2021-09-07 00:00:00,2021
27.9265,28688050254.74506,4111825922.313873,2021-09-08 00:00:00,2021
27.532,28490126294.132744,2523472271.321018,2021-09-09 00:00:00,2021
29.6895,30643022045.922634,2236812413.367374,2021-09-10 00:00:00,2021
28.9967,29788383579.59864,2729974247.8725033,2021-09-11 00:00:00,2021
31.4306,32286865041.880806,1677342484.6653113,2021-09-12 00:00:00,2021
35.7599,37027846170.79269,3341446624.441163,2021-09-13 00:00:00,2021
34.8178,35812324937.10864,5604723293.868191,2021-09-14 00:00:00,2021
37.5317,38788253004.43867,2939726407.270585,2021-09-15 00:00:00,2021
36.3293,37410339125.7701,1625848750.932562,2021-09-16 00:00:00,2021
35.5495,36546026114.95362,1710265888.0050788,2021-09-17 00:00:00,2021
33.0923,34034533042.46009,1782611570.3137794,2021-09-18 00:00:00,2021
34.9344,36039068294.78999,1327354227.9320111,2021-09-19 00:00:00,2021
33.7407,34807420627.91072,1019941670.7607338,2021-09-20 00:00:00,2021
28.3336,28858484282.205788,2884063141.216121,2021-09-21 00:00:00,2021
25.942,26596968281.658463,2393207898.4139647,2021-09-22 00:00:00,2021
31.4107,32330431374.67911,2179016958.3430533,2021-09-23 00:00:00,2021
33.4645,34457686867.44408,1701994083.1513853,2021-09-24 00:00:00,2021
30.7687,32097307439.380386,2858400513.0512323,2021-09-25 00:00:00,2021
30.0438,31000841342.569416,1508016469.170687,2021-09-26 00:00:00,2021
28.7397,29660694061.66691,1910397670.076767,2021-09-27 00:00:00,2021
27.6782,28750637839.83791,1239547492.5131752,2021-09-28 00:00:00,2021
26.2256,27312849334.235485,1133874857.2115479,2021-09-29 00:00:00,2021
27.3276,28251846107.374012,1141653463.512733,2021-09-30 00:00:00,2021
28.6181,29647004904.201897,946076212.7442867,2021-10-01 00:00:00,2021
31.9788,33124711534.88856,1539100178.7016811,2021-10-02 00:00:00,2021
32.1954,33366977888.09331,1093592994.3993373,2021-10-03 00:00:00,2021
32.2005,33433185196.45586,981313959.1390123,2021-10-04 00:00:00,2021
31.1852,32355047103.451736,1068187920.8816575,2021-10-05 00:00:00,2021
31.5411,32811530483.494095,1153342607.52326,2021-10-06 00:00:00,2021
32.4857,33631272711.70877,1673853881.1569786,2021-10-07 00:00:00,2021
33.8315,35072084816.551285,2437285587.375258,2021-10-08 00:00:00,2021
33.37,34620498524.94477,1340022268.8006043,2021-10-09 00:00:00,2021
36.3737,37802353613.87512,1629814362.5436416,2021-10-10 00:00:00,2021
